<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.IMOEX;D;20140909;000000;1466.2400000;1479.5500000;1465.9900000;1468.1700000;22936789195
RI.IMOEX;D;20140910;000000;1465.8300000;1472.1600000;1456.5600000;1468.5500000;19594281049
RI.IMOEX;D;20140911;000000;1470.3700000;1479.0000000;1449.1800000;1449.6300000;30806370159
RI.IMOEX;D;20140912;000000;1449.2100000;1470.4800000;1440.2300000;1458.5200000;30540111711
RI.IMOEX;D;20140915;000000;1457.8700000;1466.4200000;1441.3400000;1454.1900000;36468665661
RI.IMOEX;D;20140916;000000;1454.1600000;1483.6000000;1451.2100000;1477.3100000;34534659889
RI.IMOEX;D;20140917;000000;1474.6700000;1474.6700000;1437.7300000;1449.3700000;43639537600
RI.IMOEX;D;20140918;000000;1449.4900000;1460.0900000;1443.8000000;1448.6300000;26613627505
RI.IMOEX;D;20140919;000000;1449.6600000;1454.0500000;1423.5900000;1431.5800000;40511648507
RI.IMOEX;D;20140922;000000;1430.4400000;1436.1200000;1412.8300000;1412.8300000;24222820008
RI.IMOEX;D;20140923;000000;1413.5500000;1432.2100000;1413.5500000;1429.4500000;25653683539
RI.IMOEX;D;20140924;000000;1429.9700000;1447.4300000;1429.9700000;1441.8300000;27112532783
RI.IMOEX;D;20140925;000000;1444.6500000;1454.2600000;1435.3900000;1436.0500000;28583336065
RI.IMOEX;D;20140926;000000;1433.6500000;1440.8400000;1424.4300000;1434.2000000;27264278974
RI.IMOEX;D;20140929;000000;1437.5300000;1444.9200000;1405.9400000;1408.2800000;28044716283
RI.IMOEX;D;20140930;000000;1409.8500000;1427.9600000;1402.4300000;1411.0700000;33303774005
RI.IMOEX;D;20141001;000000;1408.0400000;1421.5100000;1399.8000000;1399.9900000;28794881658
RI.IMOEX;D;20141002;000000;1399.2100000;1400.7800000;1372.4600000;1376.3500000;33543753262
RI.IMOEX;D;20141003;000000;1376.8200000;1397.1400000;1376.3700000;1384.6600000;27442688141
RI.IMOEX;D;20141006;000000;1387.3300000;1424.2800000;1387.3300000;1418.1500000;30502201300
RI.IMOEX;D;20141007;000000;1418.0700000;1421.8100000;1399.5700000;1403.4800000;25197385593
RI.IMOEX;D;20141008;000000;1403.5600000;1403.5600000;1379.7600000;1379.7600000;30130451650
RI.IMOEX;D;20141009;000000;1390.3900000;1405.3600000;1379.9200000;1384.3300000;31671675951
RI.IMOEX;D;20141010;000000;1379.4400000;1379.4400000;1359.4400000;1364.2400000;33138650374
RI.IMOEX;D;20141013;000000;1360.9500000;1393.5700000;1358.4600000;1383.9300000;28526206652
RI.IMOEX;D;20141014;000000;1384.2500000;1408.5300000;1383.6600000;1394.1600000;28680729591
RI.IMOEX;D;20141015;000000;1391.2400000;1394.7300000;1374.5900000;1377.0900000;27114234624
RI.IMOEX;D;20141016;000000;1382.8700000;1393.3700000;1354.7000000;1360.3300000;39682859305
RI.IMOEX;D;20141017;000000;1363.9400000;1391.0500000;1363.9400000;1384.7200000;30556742952
RI.IMOEX;D;20141020;000000;1387.2800000;1395.9200000;1369.9900000;1376.3600000;28265801696
RI.IMOEX;D;20141021;000000;1375.8200000;1389.8100000;1361.5900000;1383.3500000;30231469878
RI.IMOEX;D;20141022;000000;1386.6300000;1392.4100000;1371.4500000;1374.1900000;30095399433
RI.IMOEX;D;20141023;000000;1372.4700000;1377.9300000;1355.3000000;1372.9200000;34303057213
RI.IMOEX;D;20141024;000000;1372.5200000;1381.8200000;1363.5500000;1380.3900000;20593290051
RI.IMOEX;D;20141027;000000;1384.3600000;1404.0700000;1383.2900000;1394.2700000;29726383684
RI.IMOEX;D;20141028;000000;1395.3000000;1422.7200000;1394.2600000;1415.5100000;30758815931
RI.IMOEX;D;20141029;000000;1415.9000000;1441.9800000;1411.0000000;1439.5800000;36586717584
RI.IMOEX;D;20141030;000000;1437.6400000;1456.8800000;1428.4000000;1452.8900000;49073324158
RI.IMOEX;D;20141031;000000;1455.5000000;1488.4700000;1454.7300000;1488.4700000;51863127433
RI.IMOEX;D;20141103;000000;1483.1500000;1495.8600000;1477.1900000;1491.1900000;17481520523
RI.IMOEX;D;20141105;000000;1489.7300000;1496.0400000;1471.2900000;1495.2600000;35993706175
RI.IMOEX;D;20141106;000000;1495.6300000;1521.1200000;1490.6600000;1497.4600000;40485840607
RI.IMOEX;D;20141107;000000;1497.8700000;1525.9900000;1486.4200000;1497.1100000;62435787319
RI.IMOEX;D;20141110;000000;1500.9900000;1518.7100000;1498.5900000;1515.3600000;36072189835
RI.IMOEX;D;20141111;000000;1514.8100000;1531.8600000;1511.7000000;1514.7800000;38459111229
RI.IMOEX;D;20141112;000000;1514.8000000;1524.7100000;1507.4500000;1513.8300000;34100235041
RI.IMOEX;D;20141113;000000;1514.2200000;1522.8400000;1492.2700000;1492.2700000;39369641894
RI.IMOEX;D;20141114;000000;1487.8700000;1507.8700000;1482.0600000;1500.7600000;34296102848
RI.IMOEX;D;20141117;000000;1499.7900000;1512.6000000;1494.9400000;1507.1000000;25778674454
RI.IMOEX;D;20141118;000000;1509.3500000;1524.7900000;1495.1000000;1519.6100000;37626778528
RI.IMOEX;D;20141119;000000;1519.1100000;1524.0900000;1513.7100000;1517.9700000;31482266937
RI.IMOEX;D;20141120;000000;1518.4400000;1535.8300000;1517.2800000;1530.4000000;34907988978
RI.IMOEX;D;20141121;000000;1531.2700000;1541.5100000;1515.0100000;1538.9300000;36353481324
RI.IMOEX;D;20141124;000000;1539.5900000;1541.7200000;1521.8400000;1529.5400000;31750458255
RI.IMOEX;D;20141125;000000;1528.6700000;1537.4400000;1516.2400000;1529.5700000;26151147336
RI.IMOEX;D;20141126;000000;1527.3300000;1537.4300000;1522.5700000;1537.4300000;30877259958
RI.IMOEX;D;20141127;000000;1536.5900000;1548.1200000;1528.1100000;1531.6900000;39939357345
RI.IMOEX;D;20141128;000000;1527.8000000;1539.9300000;1518.5000000;1533.6800000;45610410708
RI.IMOEX;D;20141201;000000;1532.8700000;1598.0400000;1525.4300000;1578.3800000;62166248251
RI.IMOEX;D;20141202;000000;1582.0500000;1596.7800000;1556.0300000;1583.1200000;46843420167
RI.IMOEX;D;20141203;000000;1583.6400000;1608.6900000;1578.9800000;1606.8400000;47389306057
RI.IMOEX;D;20141204;000000;1605.0900000;1623.0000000;1577.7700000;1582.0800000;59378086980
RI.IMOEX;D;20141205;000000;1582.3300000;1586.5900000;1528.6900000;1529.2000000;44052547228
RI.IMOEX;D;20141208;000000;1534.6100000;1551.6300000;1476.1400000;1481.2700000;46772419082
RI.IMOEX;D;20141209;000000;1481.4400000;1490.1800000;1459.8200000;1475.2200000;43732135318
RI.IMOEX;D;20141210;000000;1477.3300000;1514.6200000;1477.3300000;1486.8500000;42337397882
RI.IMOEX;D;20141211;000000;1486.9400000;1494.0700000;1443.1300000;1455.0400000;50594982820
RI.IMOEX;D;20141212;000000;1451.9100000;1488.3400000;1413.3400000;1459.6800000;51200831401
RI.IMOEX;D;20141215;000000;1459.1600000;1483.2000000;1402.8800000;1424.9900000;68027939909
RI.IMOEX;D;20141216;000000;1416.4300000;1483.8100000;1309.8200000;1444.3200000;99708892851
RI.IMOEX;D;20141217;000000;1446.4300000;1475.7700000;1389.6300000;1413.7900000;79354214527
RI.IMOEX;D;20141218;000000;1431.5700000;1506.1300000;1419.0100000;1477.2700000;78761569805
RI.IMOEX;D;20141219;000000;1471.9500000;1488.2600000;1417.6800000;1449.1300000;43489211810
RI.IMOEX;D;20141222;000000;1453.1800000;1465.6300000;1421.3900000;1437.0800000;50209370839
RI.IMOEX;D;20141223;000000;1438.3200000;1446.2700000;1391.6600000;1398.2000000;40711658735
RI.IMOEX;D;20141224;000000;1397.3100000;1411.4200000;1383.6300000;1401.5000000;28015719243
RI.IMOEX;D;20141225;000000;1398.0100000;1410.0400000;1383.9600000;1408.5400000;23569010203
RI.IMOEX;D;20141226;000000;1409.9600000;1432.4100000;1409.9600000;1417.8000000;21938441630
RI.IMOEX;D;20141229;000000;1416.3200000;1489.6200000;1409.1000000;1432.9400000;31782008617
RI.IMOEX;D;20141230;000000;1425.7200000;1427.4600000;1378.8400000;1396.6100000;26156334473
RI.IMOEX;D;20150105;000000;1393.3700000;1438.8600000;1390.6200000;1435.6600000;15320687285
RI.IMOEX;D;20150106;000000;1431.6000000;1481.3000000;1430.6900000;1480.7300000;21268814897
RI.IMOEX;D;20150108;000000;1482.1200000;1564.7600000;1482.1200000;1547.3900000;35505063516
RI.IMOEX;D;20150109;000000;1548.7700000;1557.8300000;1496.1800000;1515.3700000;27223058410
RI.IMOEX;D;20150112;000000;1512.6500000;1534.4900000;1503.6000000;1513.2200000;23419055856
RI.IMOEX;D;20150113;000000;1513.5200000;1543.5800000;1499.5700000;1533.0900000;33133664935
RI.IMOEX;D;20150114;000000;1531.7200000;1559.9900000;1524.8200000;1554.4600000;32105492806
RI.IMOEX;D;20150115;000000;1563.7400000;1586.1100000;1555.3600000;1563.2100000;38679500660
RI.IMOEX;D;20150116;000000;1559.2400000;1594.0600000;1551.0300000;1591.4300000;30068854489
RI.IMOEX;D;20150119;000000;1590.2300000;1627.2800000;1573.0900000;1576.4000000;37167969626
RI.IMOEX;D;20150120;000000;1577.6100000;1594.8600000;1561.8300000;1570.9700000;31919504256
RI.IMOEX;D;20150121;000000;1576.1500000;1619.0200000;1571.2300000;1618.1700000;31259697570
RI.IMOEX;D;20150122;000000;1620.9200000;1676.3700000;1618.5400000;1666.5600000;50131522012
RI.IMOEX;D;20150123;000000;1670.4200000;1700.7700000;1662.1200000;1671.8000000;44311526698
RI.IMOEX;D;20150126;000000;1670.3000000;1670.3000000;1622.1400000;1642.3700000;36919529789
RI.IMOEX;D;20150127;000000;1625.0500000;1681.4400000;1614.9200000;1673.9200000;44461457724
RI.IMOEX;D;20150128;000000;1675.3700000;1706.2900000;1643.4200000;1647.7100000;43016957356
RI.IMOEX;D;20150129;000000;1645.5600000;1675.5000000;1639.6500000;1639.6500000;38654354336
RI.IMOEX;D;20150130;000000;1647.7500000;1664.7300000;1631.6700000;1647.6900000;41682092114
RI.IMOEX;D;20150202;000000;1648.9500000;1663.8000000;1616.3200000;1625.3100000;43204113857
RI.IMOEX;D;20150203;000000;1634.7600000;1667.5100000;1630.0300000;1654.3600000;36684677691
RI.IMOEX;D;20150204;000000;1655.6300000;1664.5600000;1643.2400000;1656.0200000;28406694409
RI.IMOEX;D;20150205;000000;1650.2500000;1698.7600000;1642.5200000;1696.0600000;47193997103
RI.IMOEX;D;20150206;000000;1698.9200000;1762.3600000;1697.8400000;1755.4500000;54221952383
RI.IMOEX;D;20150209;000000;1757.2200000;1829.6600000;1740.5800000;1748.5500000;63280101174
RI.IMOEX;D;20150210;000000;1745.9800000;1774.0600000;1729.8400000;1742.3500000;32450702270
RI.IMOEX;D;20150211;000000;1765.8100000;1787.7600000;1757.3200000;1763.6000000;38491876240
RI.IMOEX;D;20150212;000000;1767.6500000;1816.6000000;1748.0200000;1802.8000000;85319933357
RI.IMOEX;D;20150213;000000;1818.7400000;1839.7100000;1817.8900000;1838.1800000;75313894394
RI.IMOEX;D;20150216;000000;1838.6500000;1848.1300000;1785.6700000;1800.5900000;36790994748
RI.IMOEX;D;20150217;000000;1800.0200000;1842.4900000;1781.8200000;1793.8200000;52881168864
RI.IMOEX;D;20150218;000000;1799.3400000;1833.0500000;1799.3400000;1809.6700000;49388542824
RI.IMOEX;D;20150219;000000;1809.6700000;1819.8300000;1757.4000000;1797.8700000;47713577864
RI.IMOEX;D;20150220;000000;1803.0600000;1808.9300000;1780.0300000;1792.7000000;31928247145
RI.IMOEX;D;20150224;000000;1760.2400000;1774.8200000;1755.0300000;1772.1600000;29693757499
RI.IMOEX;D;20150225;000000;1772.4600000;1773.7300000;1727.7000000;1746.2300000;34882084448
RI.IMOEX;D;20150226;000000;1747.1600000;1769.4800000;1735.3900000;1760.6600000;40878525521
RI.IMOEX;D;20150227;000000;1757.7100000;1769.2100000;1741.0800000;1758.9700000;34816153558
RI.IMOEX;D;20150302;000000;1763.6400000;1789.5400000;1763.6400000;1783.3400000;28597842943
RI.IMOEX;D;20150303;000000;1782.8500000;1825.7400000;1769.6300000;1807.7000000;41033146650
RI.IMOEX;D;20150304;000000;1806.9700000;1816.2100000;1756.3600000;1759.3500000;32963701938
RI.IMOEX;D;20150305;000000;1767.3100000;1791.9700000;1746.0900000;1760.5500000;42976918874
RI.IMOEX;D;20150306;000000;1761.7700000;1766.8000000;1723.2200000;1728.5500000;28339130028
RI.IMOEX;D;20150310;000000;1716.8200000;1719.7800000;1663.8900000;1665.3800000;41262700014
RI.IMOEX;D;20150311;000000;1665.6700000;1692.3100000;1655.6100000;1671.4700000;36032409936
RI.IMOEX;D;20150312;000000;1673.0600000;1680.7800000;1656.3700000;1664.7000000;28247784352
RI.IMOEX;D;20150313;000000;1663.8100000;1668.9500000;1621.9500000;1627.8800000;34064154241
RI.IMOEX;D;20150316;000000;1623.5700000;1636.1400000;1609.8500000;1609.8500000;35828098909
RI.IMOEX;D;20150317;000000;1611.3700000;1627.5400000;1604.2700000;1611.6900000;33791281594
RI.IMOEX;D;20150318;000000;1613.1100000;1640.2000000;1612.1200000;1632.1200000;28577123436
RI.IMOEX;D;20150319;000000;1645.9500000;1652.6800000;1607.4900000;1607.9700000;34622152099
RI.IMOEX;D;20150320;000000;1607.8600000;1640.8000000;1599.6700000;1628.6400000;54299739452
RI.IMOEX;D;20150323;000000;1635.8200000;1638.8200000;1597.6400000;1602.8500000;31172311202
RI.IMOEX;D;20150324;000000;1603.7100000;1623.8500000;1590.6200000;1618.6200000;28491305662
RI.IMOEX;D;20150325;000000;1620.0600000;1625.9900000;1595.9000000;1615.5000000;27484903291
RI.IMOEX;D;20150326;000000;1618.8900000;1633.2100000;1574.2600000;1581.8400000;36714811490
RI.IMOEX;D;20150327;000000;1582.7300000;1594.3100000;1569.6900000;1571.5500000;28812026020
RI.IMOEX;D;20150330;000000;1571.6700000;1615.5500000;1571.6700000;1612.8400000;28725942381
RI.IMOEX;D;20150331;000000;1613.2700000;1626.1800000;1606.3900000;1626.1800000;33742251613
RI.IMOEX;D;20150401;000000;1624.8100000;1662.8100000;1613.8300000;1661.9000000;38455199985
RI.IMOEX;D;20150402;000000;1662.9100000;1682.2800000;1656.3600000;1679.2400000;36856529940
RI.IMOEX;D;20150403;000000;1679.7700000;1692.8700000;1676.4900000;1681.4700000;19351904486
RI.IMOEX;D;20150406;000000;1695.3400000;1701.2400000;1679.3100000;1700.6400000;22728567010
RI.IMOEX;D;20150407;000000;1700.6800000;1709.8100000;1684.2300000;1695.6400000;42156302192
RI.IMOEX;D;20150408;000000;1694.0700000;1694.0700000;1669.8800000;1683.6300000;33256561914
RI.IMOEX;D;20150409;000000;1679.7000000;1679.7000000;1648.3800000;1667.6000000;54277594144
RI.IMOEX;D;20150410;000000;1667.6100000;1674.3400000;1635.9400000;1657.0200000;45171576856
RI.IMOEX;D;20150413;000000;1656.8200000;1694.8000000;1654.4900000;1678.1900000;40607797915
RI.IMOEX;D;20150414;000000;1677.2300000;1677.3400000;1641.9200000;1647.3900000;35857782278
RI.IMOEX;D;20150415;000000;1647.4700000;1681.7000000;1643.1400000;1677.7000000;40037734888
RI.IMOEX;D;20150416;000000;1681.0100000;1686.8400000;1661.3800000;1686.7900000;44360086518
RI.IMOEX;D;20150417;000000;1688.6000000;1694.0400000;1656.5900000;1656.5900000;46513599503
RI.IMOEX;D;20150420;000000;1660.1100000;1691.9300000;1655.9300000;1683.2400000;42410329020
RI.IMOEX;D;20150421;000000;1682.9400000;1711.2100000;1682.9400000;1710.2400000;35500021585
RI.IMOEX;D;20150422;000000;1709.7500000;1712.8700000;1669.2500000;1677.5600000;36991171384
RI.IMOEX;D;20150423;000000;1678.1900000;1678.3400000;1633.2600000;1662.6400000;45687528041
RI.IMOEX;D;20150424;000000;1663.6900000;1689.6800000;1657.6600000;1682.7000000;40403690139
RI.IMOEX;D;20150427;000000;1681.9700000;1698.6400000;1677.2200000;1677.2200000;30771341743
RI.IMOEX;D;20150428;000000;1674.7600000;1682.1700000;1667.3600000;1677.8900000;29507739404
RI.IMOEX;D;20150429;000000;1677.9200000;1694.2600000;1666.5200000;1670.9900000;26159937335
RI.IMOEX;D;20150430;000000;1672.0400000;1692.3200000;1668.6000000;1688.3400000;28924117712
RI.IMOEX;D;20150505;000000;1690.0200000;1734.3300000;1690.0200000;1721.8000000;43125027992
RI.IMOEX;D;20150506;000000;1722.7900000;1723.4500000;1697.8900000;1714.3100000;34467683587
RI.IMOEX;D;20150507;000000;1709.8200000;1709.8200000;1676.2100000;1686.9800000;31098521960
RI.IMOEX;D;20150508;000000;1686.9400000;1713.5900000;1684.3200000;1708.5200000;27195697237
RI.IMOEX;D;20150512;000000;1709.0300000;1719.9700000;1689.3400000;1704.6200000;36154421259
RI.IMOEX;D;20150513;000000;1705.8300000;1707.9100000;1681.1500000;1682.2600000;34856325968
RI.IMOEX;D;20150514;000000;1682.6400000;1694.7000000;1672.2200000;1677.5700000;28121728762
RI.IMOEX;D;20150515;000000;1681.5300000;1694.9000000;1679.1700000;1691.4600000;27819799310
RI.IMOEX;D;20150518;000000;1692.5800000;1696.4900000;1677.6900000;1678.5500000;24398276737
RI.IMOEX;D;20150519;000000;1677.5000000;1681.2300000;1646.8600000;1659.3600000;29501962952
RI.IMOEX;D;20150520;000000;1659.2300000;1662.1900000;1631.7900000;1636.8600000;27479614193
RI.IMOEX;D;20150521;000000;1637.1300000;1663.1500000;1632.4400000;1659.3300000;33027683176
RI.IMOEX;D;20150522;000000;1659.4700000;1667.8800000;1653.0300000;1665.6600000;30634884998
RI.IMOEX;D;20150525;000000;1665.6200000;1666.3800000;1641.9600000;1655.4000000;20420948220
RI.IMOEX;D;20150526;000000;1659.4200000;1666.8300000;1646.1300000;1651.6600000;28194503099
RI.IMOEX;D;20150527;000000;1651.2800000;1664.2000000;1637.4400000;1660.9800000;35786417716
RI.IMOEX;D;20150528;000000;1659.7300000;1678.6400000;1656.2400000;1657.6200000;30309010225
RI.IMOEX;D;20150529;000000;1659.7200000;1680.0100000;1609.1900000;1609.1900000;48082198702
RI.IMOEX;D;20150601;000000;1617.1800000;1640.8900000;1616.9400000;1616.9400000;30875246625
RI.IMOEX;D;20150602;000000;1618.3800000;1650.6200000;1612.8700000;1643.4100000;28435405398
RI.IMOEX;D;20150603;000000;1647.1900000;1653.4000000;1616.0600000;1628.8700000;36210821998
RI.IMOEX;D;20150604;000000;1629.3300000;1644.3400000;1627.0500000;1638.0700000;33645228033
RI.IMOEX;D;20150605;000000;1637.9600000;1652.0700000;1633.4900000;1652.0700000;27827873364
RI.IMOEX;D;20150608;000000;1652.9900000;1668.4600000;1642.2000000;1646.8900000;28510700896
RI.IMOEX;D;20150609;000000;1646.9200000;1665.9200000;1637.4000000;1664.0100000;29188778226
RI.IMOEX;D;20150610;000000;1665.2900000;1667.1900000;1650.8900000;1653.0900000;26617250922
RI.IMOEX;D;20150611;000000;1654.8900000;1654.8900000;1638.1800000;1652.2400000;27749015557
RI.IMOEX;D;20150615;000000;1649.2200000;1658.2500000;1637.5700000;1657.2900000;16553925388
RI.IMOEX;D;20150616;000000;1656.9900000;1674.0300000;1649.2700000;1668.8200000;26617346477
RI.IMOEX;D;20150617;000000;1669.0000000;1678.9100000;1662.0000000;1664.6600000;24988440340
RI.IMOEX;D;20150618;000000;1665.6600000;1671.8500000;1658.4300000;1660.1400000;23118394361
RI.IMOEX;D;20150619;000000;1661.3600000;1665.7100000;1655.5900000;1663.0300000;26196350748
RI.IMOEX;D;20150622;000000;1664.4800000;1679.4100000;1663.5900000;1671.8000000;25538988011
RI.IMOEX;D;20150623;000000;1673.8300000;1676.2200000;1656.4100000;1657.2300000;21998214130
RI.IMOEX;D;20150624;000000;1658.5800000;1664.5700000;1642.1300000;1651.8500000;22392108289
RI.IMOEX;D;20150625;000000;1649.4300000;1655.7800000;1631.9900000;1631.9900000;19923930891
RI.IMOEX;D;20150626;000000;1630.9200000;1647.8100000;1626.8700000;1644.4500000;25595703087
RI.IMOEX;D;20150629;000000;1631.6000000;1638.6200000;1625.7300000;1634.9300000;19158469469
RI.IMOEX;D;20150630;000000;1634.2600000;1655.2400000;1626.0900000;1654.5500000;28374822458
RI.IMOEX;D;20150701;000000;1653.2600000;1659.9700000;1638.4700000;1639.7000000;25085292936
RI.IMOEX;D;20150702;000000;1641.4300000;1646.9600000;1633.8000000;1641.0500000;20472966669
RI.IMOEX;D;20150703;000000;1640.7100000;1642.1900000;1625.4900000;1631.6500000;14641565563
RI.IMOEX;D;20150706;000000;1626.6300000;1626.6300000;1613.7100000;1621.2700000;25053084669
RI.IMOEX;D;20150707;000000;1621.2700000;1629.5800000;1606.4000000;1614.1400000;30569367381
RI.IMOEX;D;20150708;000000;1613.8200000;1616.5200000;1573.9800000;1595.0000000;34970227613
RI.IMOEX;D;20150709;000000;1598.2100000;1614.8400000;1598.2100000;1614.5900000;24711741425
RI.IMOEX;D;20150710;000000;1615.7700000;1625.5900000;1615.7700000;1623.9900000;26147626552
RI.IMOEX;D;20150713;000000;1618.2100000;1642.9700000;1618.2100000;1642.9700000;36864576019
RI.IMOEX;D;20150714;000000;1642.9300000;1647.0100000;1626.1800000;1647.0100000;32488836341
RI.IMOEX;D;20150715;000000;1628.0200000;1643.9800000;1627.2500000;1641.2200000;28224216593
RI.IMOEX;D;20150716;000000;1640.1500000;1652.9300000;1637.3000000;1652.5900000;20173536045
RI.IMOEX;D;20150717;000000;1652.5200000;1660.0000000;1646.4000000;1650.0800000;22136563101
RI.IMOEX;D;20150720;000000;1651.1100000;1652.0300000;1619.4700000;1626.7600000;22460865407
RI.IMOEX;D;20150721;000000;1626.1700000;1639.9100000;1618.5800000;1635.6900000;25349323922
RI.IMOEX;D;20150722;000000;1634.3100000;1635.6300000;1620.5000000;1635.6300000;26862692731
RI.IMOEX;D;20150723;000000;1634.6900000;1634.6900000;1614.9900000;1616.1400000;23062741161
RI.IMOEX;D;20150724;000000;1614.9700000;1622.2900000;1593.1100000;1595.6100000;28837860037
RI.IMOEX;D;20150727;000000;1594.8200000;1599.2500000;1570.4600000;1584.9200000;35777910902
RI.IMOEX;D;20150728;000000;1584.2800000;1610.6600000;1578.0600000;1604.5000000;36511095579
RI.IMOEX;D;20150729;000000;1606.1400000;1624.6300000;1600.5400000;1622.3200000;29880161765
RI.IMOEX;D;20150730;000000;1622.7700000;1638.4800000;1620.2500000;1636.7200000;26758851204
RI.IMOEX;D;20150731;000000;1635.2600000;1669.0000000;1630.1800000;1669.0000000;38825213612
RI.IMOEX;D;20150803;000000;1666.2500000;1676.2400000;1654.4600000;1663.7400000;28020770408
RI.IMOEX;D;20150804;000000;1661.7800000;1676.5700000;1659.2700000;1674.4600000;28420615882
RI.IMOEX;D;20150805;000000;1676.6900000;1696.7400000;1665.1400000;1693.0700000;32158856424
RI.IMOEX;D;20150806;000000;1689.8700000;1698.2400000;1670.6000000;1675.7100000;31888293343
RI.IMOEX;D;20150807;000000;1678.6100000;1695.3900000;1677.9700000;1690.4400000;23675267619
RI.IMOEX;D;20150810;000000;1691.1100000;1702.6500000;1674.4500000;1702.0200000;26308036402
RI.IMOEX;D;20150811;000000;1702.1600000;1721.3200000;1694.7900000;1697.8700000;31498785759
RI.IMOEX;D;20150812;000000;1693.9300000;1703.5700000;1683.3500000;1697.6500000;28603044801
RI.IMOEX;D;20150813;000000;1701.0800000;1713.2200000;1690.0700000;1704.1100000;26640564079
RI.IMOEX;D;20150814;000000;1703.1800000;1723.3100000;1699.7900000;1712.4700000;25961503163
RI.IMOEX;D;20150817;000000;1710.8000000;1714.9200000;1694.6000000;1707.9500000;26216456403
RI.IMOEX;D;20150818;000000;1707.3600000;1707.3600000;1685.8900000;1691.2400000;22759319652
RI.IMOEX;D;20150819;000000;1690.4000000;1701.4000000;1665.7200000;1673.8600000;27424132779
RI.IMOEX;D;20150820;000000;1671.9200000;1697.6400000;1668.7400000;1695.5700000;31893911929
RI.IMOEX;D;20150821;000000;1694.9700000;1694.9700000;1663.3100000;1663.3100000;31172587927
RI.IMOEX;D;20150824;000000;1651.1500000;1652.2600000;1603.7200000;1634.1400000;55532446893
RI.IMOEX;D;20150825;000000;1639.0300000;1672.2700000;1639.0300000;1658.1300000;38323733852
RI.IMOEX;D;20150826;000000;1657.3600000;1675.0500000;1633.4600000;1660.9500000;33226599969
RI.IMOEX;D;20150827;000000;1670.4400000;1697.2100000;1670.4400000;1695.2200000;36548264407
RI.IMOEX;D;20150828;000000;1698.2200000;1723.1500000;1690.4100000;1719.1600000;39788854447
RI.IMOEX;D;20150831;000000;1717.2500000;1733.1700000;1706.9700000;1733.1700000;31957846027
RI.IMOEX;D;20150901;000000;1733.5700000;1733.5700000;1689.3600000;1697.9900000;36516353193
RI.IMOEX;D;20150902;000000;1694.7500000;1716.9400000;1687.3200000;1690.8200000;32130359306
RI.IMOEX;D;20150903;000000;1698.4400000;1717.1400000;1692.4100000;1710.5700000;28714831441
RI.IMOEX;D;20150904;000000;1707.4500000;1712.7400000;1691.7700000;1698.1600000;22594867129
RI.IMOEX;D;20150907;000000;1696.7000000;1708.5800000;1695.6300000;1701.1800000;15677356931
RI.IMOEX;D;20150908;000000;1704.4600000;1732.5800000;1704.4600000;1714.1800000;20234144144
RI.IMOEX;D;20150909;000000;1721.3400000;1735.7900000;1721.3400000;1722.4300000;25665866136
RI.IMOEX;D;20150910;000000;1718.1300000;1730.0800000;1710.4600000;1718.9000000;26313587477
RI.IMOEX;D;20150911;000000;1719.8500000;1727.7700000;1713.0500000;1718.0600000;20355564692
RI.IMOEX;D;20150914;000000;1717.8200000;1740.2200000;1716.3000000;1729.7500000;23254616054
RI.IMOEX;D;20150915;000000;1728.5600000;1731.4600000;1708.4600000;1716.2600000;22870828140
RI.IMOEX;D;20150916;000000;1719.9400000;1734.0300000;1717.0900000;1731.8100000;31761743733
RI.IMOEX;D;20150917;000000;1731.6000000;1735.4500000;1722.4400000;1729.2000000;23027197955
RI.IMOEX;D;20150918;000000;1731.0700000;1739.5400000;1703.2500000;1710.8400000;35420051358
RI.IMOEX;D;20150921;000000;1713.1100000;1719.1700000;1697.4000000;1699.7200000;24417883513
RI.IMOEX;D;20150922;000000;1700.5500000;1702.3500000;1656.1800000;1664.2500000;35910313194
RI.IMOEX;D;20150923;000000;1664.7700000;1666.8500000;1638.2100000;1640.7000000;34893774005
RI.IMOEX;D;20150924;000000;1639.9600000;1640.4800000;1611.9800000;1621.4300000;35934108194
RI.IMOEX;D;20150925;000000;1623.5500000;1648.1400000;1623.5500000;1639.6400000;28866983905
RI.IMOEX;D;20150928;000000;1639.7900000;1643.9300000;1614.3800000;1616.3600000;24565309868
RI.IMOEX;D;20150929;000000;1612.5900000;1635.3900000;1606.8300000;1630.5100000;24978201787
RI.IMOEX;D;20150930;000000;1633.5800000;1654.2800000;1633.5800000;1642.9700000;30818293880
RI.IMOEX;D;20151001;000000;1646.2200000;1649.5200000;1616.8700000;1626.9700000;28123517312
RI.IMOEX;D;20151002;000000;1627.3800000;1630.7500000;1603.4800000;1612.5600000;25808649289
RI.IMOEX;D;20151005;000000;1618.1400000;1654.7300000;1618.1400000;1652.4700000;31964330042
RI.IMOEX;D;20151006;000000;1653.0300000;1670.6900000;1649.6100000;1670.6900000;31262998864
RI.IMOEX;D;20151007;000000;1674.1200000;1679.4900000;1656.4100000;1679.4900000;45806350106
RI.IMOEX;D;20151008;000000;1675.1200000;1691.8200000;1660.3700000;1689.3200000;45815083216
RI.IMOEX;D;20151009;000000;1695.4200000;1734.7400000;1694.4900000;1728.4400000;59473358331
